,BugId,Project,FixHashId,BUG,BIC,Comments
389,1248222,neutron,0da18edec2ca213a9d87778a4679afb891d58a28,1,1,
390,1248377,neutron,29e93f2248df880f411bbf83316fd67d93a33b7d,0,0,Tests
391,1248415,cinder,a9267644ee09591e2d642d6c1204d94a9fdd8c82,0,0,Add functionality
392,1248424,nova,94c1ad5c0eb0fd574f659a9477b222a7d6c84c4b,1,1,
393,1248434,cinder,539eaaab89eea42f3f92a4ce069183c7730034af,1,1,
394,1248443,nova,47c95694e93b361e3b0738afac8e724557a36c8a,1,1,
395,1248463,nova,6847a0ef927929e631e9c6db2e2812528ca93151,1,1,Issue with the API and add more
396,1248699,nova,edc66467fc0dcf729990d8e7baed254f8ded9bfa,1,1,"It says Ubuntu, but I think is more general with the use of the command"
397,1248799,nova,c8ded6429616b798947072a62cb1b5ee4ea51209,1,1,
398,1248802,nova,dd6765f751f9c6f36c027ba7c945c919ecf825e2,1,1,Bug in the sequence of the commands
399,1248815,cinder,0d91b1a86a211610f78ac5c0df5a0b02b5a2f3a1,1,1,Is using 200 OK instead of 400 Bad Request. Bad code
469,1254639,neutron,3f29c06d54de32f0a0859f53e942e1f18326b4d4,0,0,"'suggests’, ‘should also’"
470,1254664,nova,497bdfec93d696c7200a71b85a0680d99ce07bb9,1,1,Something is ignored
471,1254727,nova,842b2abfe76dede55b3b61ebaad5a90c356c5ace,0,0,We are able to increase the min required libvirt to 0.9.11
472,1254811,nova,22cd7cc27ca8285c1674e370e256ec84d3f2a20a,0,0, Deprecate and remove libvirt.api_thread_pool option 
473,1254820,nova,afc517e093e171c2b143e91972dea19351f62592,1,0, fails on older versions of libvirt 
474,1254902,nova,ff221c6cc61f7b98b62462ab4f0e0e1cf691a9a8,0,0,I think is evolution of the code. No bug
475,1254924,neutron,09c3051fb2819b647f4d8196e6e0fbc66f0ccc04,0,0,removes the other redundant notification sent. Just delete 
476,1254963,cinder,a0693a91f55b2b08a46f1396dd1a1102783df9c6,0,0,removes redundant conde
477,1254975,cinder,4a8ad10c3d5d79e09805c28486bd0f8a5a16c511,0,0,removes redundant conde
478,1254978,cinder,018ba6302b0f5b909e9f32f44a14c21313a2663e,1,1,typo in code
479,1254988,nova,3001bc67edacb89a852b06a7d840da41f42e0e5b,0,0,removes redundant conde
480,1255001,nova,545a4976fc7896e8afee8c70661d109c464c8f44,1,1,Bad code
481,1255023,nova,8a8b0ba9abcf7237dc4a7d8ddfc739939c6e9164,0,0,tests
482,1255035,nova,1447b8117bc4de27243913208ead210b8f36d635,1,1,Bad argument
483,1255058,neutron,3c00dd43f613c838f713a7cbf3cedb6767a8c52a,1,1,  Bugfix and refactoring
485,1255145,neutron,eb23b345876796f4002cab3632bad1c840289d04,1,1,No need to trigger a notification
486,1255150,neutron,7599d9d0526e22977caf6de13c751884a5d8f2f5,1,1,Add unit tests BUT find some errors
487,1255153,neutron,b22515e443449a83f423620cb1df5b92770bef32,1,1,There is a bug: it takes the whole interface down.
488,1255183,neutron,121189401a97e5f471a287c453d7f2013c92477a,1,1,Sending a lot of notifications
489,1255347,nova,18a1486293b15c5713ac1352b9b9b30fdf2b7413,1,1,
490,1255449,nova,0fe3001d639df81ae4e5f77bcfc32bc1bffb014e,0,0,Add a feature. ‘should use’
491,1255519,neutron,0cbcdcfc5094fcb52679550bc67db8136441adf6,1,1,Bug. Check is an integer to fix it
492,1255532,nova,0f07f8546fda9732a7e3597a2de78156f1fb5a34,0,0,"Is a test bug, but add some commits of other bugs :/"
494,1255609,nova,2f49ed4b5dbb5c954fc7a9b42ee7b170c38c775c,1,1,Race condition
495,1255680,neutron,2b375c0f15fd43af23fbd28b85929d63a753548b,1,1,Sending a lot of notifications
496,1255802,cinder,b523699ce039d77e0bc02eb2c00e436c2e28a274,1,1,
497,1255871,neutron,dd71021347f782608575d551f2329715c00546ce,0,0,It should… Add a feature I think
498,1255908,cinder,d02ae9225d8ba4f7373ecced49c2d7c1cd17a732,0,0,Typo in comments
499,1255914,nova,180d686d2ff73d24c8259cf9784adef582befaef,0,0,Typo in comments
500,1255917,cinder,b625f558862465184dd28da7215f34c77ec1ece6,1,1,Change to case insensitive
501,1255925,cinder,be4102b0577937c0193703ace9ae7591197341de,0,0, Remove unused reservation methods from db.api 
502,1256036,neutron,35f64f8026f7607c749727ac6b3ee93c956bdfd2,1,1,
503,1256041,neutron,272912b6d82af00a6f7bafc26d8ce7a79b09ef26,1,1, Fix a typo in log exception in the metering agent 
504,1256217,glance,1408ff71f4d849c319866be92414361d8103acdd,0,0,Typo in comments
505,1256243,neutron,52f0750d80e8742efc253b48c6bc121ae9853cc1,0,0,Evolution: Add Session Persistence support 
506,1256264,nova,751b1a04c9b14bdaf20d555e0aaa41bc276955c4,1,1,Doesnt respect cpu limit…
507,1256427,nova,2d2e30dba5c571c05dd4191c1b023fe4014c1751,0,0,Duplicate exception
508,1256483,cinder,d54c49a22e3ce147003cc9a926b7b72e8dc9c1a8,0,0,'Use model_query() instead of session.query’ for no reason
509,1256696,nova,477b3d4dec1a815edeae02531db987b75be4194c,1,1,Typo in code and comment
510,1256734,glance,5fc030cce44ca0849cc3d2c1830ead6804c70cf9,0,0,tests
511,1256737,cinder,aa453576ff13c97c63dcb3cd5941675ffdc93360,0,0,Tests and new version
512,1256738,cinder,aa453576ff13c97c63dcb3cd5941675ffdc93360,0,0,tests
513,1256763,cinder,24d6b57d1cb0c4f91545f85ea9c766d1e0ec50a0,1,1,confusing message
514,1256766,neutron,3f110c9a571249c6626ebd1ef7dbf67b71273fa5,1,1, confusing message
515,1256838,nova,2593469103aa7d9d2bcb759b78d5f8637911a1e0,1,1,Race condition
516,1256873,nova,d122b2e05a9e13d5caea3f8f6578bb473fbb9c5e,0,0,Server actions should raise – Feature
517,1256981,nova,93bc58765f393536c640494ec129bf39dbdc30c4,1,1,Typo in code
518,1257014,neutron,a3c944bb1860faeb4eb0e90534ace07c1e869ea1,0,0, Atomically setup OVS ports  - Feature
519,1257038,nova,f024b5f9fa0c6b772c597298792b94d01c075384,0,0,A better solution should be
520,1257068,cinder,5896966d40884a7bdba2878386ef8f2966d08d1a,0,0,tests
521,1257119,neutron,b6e23caddf05457b2337ac03d33b066a36aad154,1,1,The id parameter is missing in… Typo?
522,1257135,nova,71d900543217b8fe1c9cdc93f1a6503b3ea9c7c5,0,0,Not an error. Just in case.
523,1257146,nova,d5ff12a700495ba6b685cae08a0a8f017e3a976a,0,0, Need to handle…
524,1257151,nova,f045a5dfa66aa46e11d3302ee707f067e86c9b59,0,0,Typo in docs
525,1257168,nova,fb9b60fb5d3084d4cab29936fd1f534e5599f231,1,1,Race condition
526,1257198,cinder,3b2842bf2df46daf4e4d26695c06963499968181,0,0,it's necessary to unify all 
527,1257222,nova,1cd59abef5e9947fa8a98932d71a6b3aeae88ae5,0,0,test
528,1257225,neutron,db5ea5c705757ca20a5789839f96518877c91820,1,0,Bug in a duplicate name. Evolution of the project?
529,1257234,glance,720d5abfc56e4cfdbc135400f4799c2d1d8cd8c3,0,0,Add logs. Add a feature
531,1257274,cinder,aa453576ff13c97c63dcb3cd5941675ffdc93360,1,0,Issue of version
532,1257282,glance,2eca65eb5febae59eaca9e949ecd6a6f9492350a,1,0,Issue of version
533,1257293,cinder,cbd7acfc294c4bf2ae0014bcf04646382bed469d,1,0,This bug affects only Topology  Version 2
535,1257354,neutron,901d676b8bcbb3e731ba44a4e574e9ae998f486e,1,0,"Since the old L3 mixin has been moved as a service plugin, the metering service plugin doesn't respect anymore…"
536,1257355,nova,c61c67c5afd100749b7b55b251bd4e4e3bb556a2,1,1, live migration fails when using non-image backed disk 
537,1257467,neutron,794a1325dfc8a6937412a597f19acecf08d4b34a,0,0,feature
538,1257496,glance,5ec9baa8857646e0608cd9a3135d172f3b92327c,1,1,Creating image with bad scheme in location causes 500
539,1257607,neutron,51ef6a1dc30576f31a8a120066d81feedd0bf224,1,1,Typo in code
540,1257661,nova,2e758452ddcb8871f7dbc6c859e3414923cd18bc,0,0, should handle boolean string parameters
541,1257726,nova,b48bd3c0cf1f4ccfada24a6aebc7ced308d44927,0,0,Refactoring code
542,1257815,neutron,89f25623a4345b5044a58cff36e7fd103c6b88e8,1,1,
544,1257940,nova,b18b2333a98889f6a4a2fd0e859b466116ce4aac,0,0,Add debugs
545,1258000,cinder,62617e656fe5895de30ce55971b07680f7b0a6b2,0,0,Typo in docstring
546,1258004,cinder,b91e6e31ece12d5b1204680aa0a912e3b9569f3b,1,1,Incorrect response
547,1258033,cinder,dd9536ac6e6df0e1ae6754e580b99cfbfd05eb77,0,0,Evolution: should use optional key value pairs for adding metadata
548,1258048,nova,d9237dff7ace30dab331151c736d7cca97618e04,0,0,Typo in docstring
549,1258065,neutron,c011b7668f83b25f1b8e026a909243af96f8f85c,1,1,
550,1258100,cinder,7aabee6f76fb390faac68f8195dab4018917bae4,1,1,Typo in help
551,1258103,nova,e8c86fc82df85a87ee7ddec0db633567924a4369,0,0,Unused code
552,1258128,cinder,69ce114232f9102220b45c8242eda3e78872a3e6,1,1,Wrong arg position
553,1258150,neutron,2aaec3a81148e6c0cefd8f5b989dbcecf872a680,1,1,deadlock
554,1258166,nova,7dd4d98c2873e1868296ef973f0be42cadcb6d6d,0,0,Recomendation
555,1258179,nova,933603ed8523493d0693f02f62fef6d427de421f,1,1,Scalability scenario
556,1258203,cinder,17912f4c4fba270a15cab47bb68d9e30c34a69b0,1,1,wrong check
557,1258275,nova,16dfff5dedffcf4645df3c13b623d1ecd7560d8b,1,1,
558,1258331,glance,0d95e5316a99b78b4f629a29d862548f87671b43,0,0,New scenario. Evolution
559,1258360,nova,10004672ad1476c55deaad53684a50358da6f656,0,0,removes an unneeded call. Refactoring
560,1258379,neutron,3e263ba6c58c43f71c02417f8948300e8cb5c462,0,0,Evolution: router must have gateway interface set 
561,1258438,neutron,6c2bec5d9e40c68c75cc56e077e2af97d1359d20,1,1,
562,1258620,nova,46922068ac167f492dd303efb359d0c649d69118,0,0,Evolution: Make network_cache more robust with neutron 
563,1258629,neutron,b67b20832a5bfccd1bbf8d1e63ebcd7061856881,0,0,Obsolete code
564,1259088,neutron,f691ebe03916a78cbf18017d628a28b17f147700,0,0,the dispatch MAYBE dispatch the rpc message to an unready agent
565,1259144,neutron,1763c80711993c55f4f13afe56f449b1dd6d3d3a,0,0,Delete duplicated code
566,1259183,nova,6037b9cc20a8ab379855370394e108912ea3a0f2,1,1,Bug…  Solution: Ensure api_paste_conf is an absolute path
567,1259267,nova,709410d243a97d35c3da314b41bab039eac75736,1,1,
568,1259279,cinder,a83506d170e90b111b7e63fab9f585883971f316,0,0,Improve the logs
569,1259336,cinder,bc16517ac7351b715d0202f7beb5a5e0d7ff8f97,1,1,Missing exception
570,1259431,neutron,ef42f7c3f982092be6b5199bd9c2ade69e0446f3,0,0,Variable for agent instance should be named as 'agent' instead of plugin
571,1259646,neutron,ca668a0b9ec5f6412cd842b89d523ba1a8369782,0,0,Refactoring code
572,1259796,nova,5228d01bcde531cc2c141f38a150dbb2daef1c07,1,1,
573,1259818,glance,130781cb7b6fc1635838a7c3f19d340a0a846637,0,0,Remove unused exceptions 
574,1259867,cinder,92e058d6800e1cb33a0359cdc5c079b55612525c,1,1,
575,1259965,neutron,c8ff2a10697303d8a04980d258a12449d12d587a,0,0,Feature: Need to make server return also members and monitors which are in pending states.
577,1260075,nova,c47b4f388cb40d5792a206ac42ebdaebd5bde0d1,1,1,
578,1260123,nova,e3ac20fca7494122a4c0ed2edc00377aa92cb49d,1,1,Infinite loop
579,1260178,nova,09cca5fc0c9dd02832421b26acbf691df0c39936,1,0,Error getting version. The code evolved
580,1260249,nova,4963fa0fa0d96d8641339614438d42c81958f728,1,1,fdf248652a38eff287d6cabbac1a260151fecd40
581,1260265,nova,ce3f9e5fa9cd05f3ee3bb0cc7d06521d05901cf4,0,0,Evolution: Remove traces of now unused host capabilities from scheduler 
582,1260314,glance,a7e977bfd46ffc932f32f7e4e5a60ea3db4ed574,1,1,
583,1260322,cinder,783e3243f98a90550a8b7ec8ce279709ab8db372,0,0,Implementation/Evolution
584,1260333,glance,5ecd5bc3db0ecc8716baa03a6e34f08e1c87fd7e,1,1, Malformed property protection rules return error
585,1260538,nova,62c869d2375009190c5358636fd7de2ab9d194a5,0,0, Remove action-args from nova-manage help 
586,1260682,neutron,c15a794a832e0453075d363df949684c0fb86657,0,0,Handle a new exception
587,1260738,glance,f924943f250b52522a9285410d076d3567199c0f,1,1,Images are created with negative sizes :O
588,1260771,nova,bdecc8d2339e3e0dd87c7258244ac8568b5b965e,0,0,"Implementation: Define ""supported_instances"""
589,1260773,cinder,6ccc654a0509c4e308713f9e6fd95266cd112c9d,1,1,
590,1260806,nova,f6988b3f1ebf56364696ff25448a8018866fd20b,1,1,
591,1261021,nova,709410d243a97d35c3da314b41bab039eac75736,1,1,
592,1261442,nova,52f9994aab8b60de2ba22579f923beb050e92bca,1,1,Fix image cache
593,1261475,nova,02abbef960b12deaa7a911788dbc56f3a0bd555a,1,1,Aren’t safe… Bug I think. 
594,1261585,nova,1fc9eafab43accc127044351106983e2cb215520,1,0,For windows compatibility
595,1261621,nova,eb3db3be60f22a462f30004c55000e26545748cd,1,1,
596,1261652,neutron,44b3783ceb94934bf8d4d62f704d42b49e52866e,1,0,For postgresql specific
597,1261665,neutron,7dc3c671656974596b9a373c911e5b786d57be35,1,1, was being applied on the incorrect port.
598,1261675,nova,9e7e8daa66f0c05ac7ce3927562d246baf70067f,1,1, Unable to snapshot an instance with ephemeral RBD 
599,1261692,swift,cd4b4da8b6362e6621602a8b815bbeeea2000ff7,1,1,but the fixing commit solves many more issues!
600,1261728,nova,78d62186e5b0388f740d42cb8da5798cd67d7880,0,0,tests
601,1261731,cinder,99f3ce38e9ad1e272a4a04858ff1acc709e7c9cb,1,1,"One LOG is just a debug, no error or warning. Typo?"
602,1261738,glance,b35728019e0eb89c213eed7bc35a1f062c99dcca,1,1, user_total_quota calculated incorrectly 
603,1261747,glance,cff35c1999997b6af62f4ef285d66f38b19433af,0,0, user_storage_quota now accepts units with value
604,1261849,cinder,edc93383f7cd9d055d655a8e345a3efa81b7de5b,1,0,Wrong href because evolution
605,1261978,nova,8727745562d63149ad16f1ef07cbedcf506076da,1,0,specific machine type 
606,1262039,nova,48a20d85cb9ef91c48f681c76fc6ca7512eccfbc,0,0,"We should modify the ""image"" to empty dictionary"
607,1262051,glance,16d48ca756570ff9b10d5102544d1d5eb0020f29,0,0,tests
608,1262089,neutron,4ded12bef837e707c76af87d71155f04534dcb0d,0,0,tests
609,1262124,nova,6478554f531f6ee2fa86226fbc79dd31e556bc06,0,0,Evolution: we should allow an admin user to…
610,1262206,nova,d54041f0b4763c00f661088f113e26e38c747730,1,1,
611,1262461,nova,5ebc60c48d4a8b6c7bac96d923626df9ae67a2b2,1,0,Evolution: various resize methods are using the old-style quota class to reserve and commit quota changes directly to the database
612,1262488,neutron,5abac020f459045ceee75c971e179d9dbce8eac8,1,1,
613,1262858,nova,3ccb676dffea46b4ecfab35e16c0e96642353ee7,1,1,"It says deprecated, but its a typo of a deprecated typo"
614,1262880,cinder,186221779a92002ff9fa13c254710c0abb3803be,1,1,Using wrong value
615,1262885,neutron,d00e0b839378aed4c337efa1a33f6abbb384c149,1,1,Forgot to clean up? Bug: goes out of sync with db after being down 
616,1263204,nova,8cc59d2084a8b1129929a162b753d4ca407018e7,0,0,Refactoring code. Friendly messages
617,1263217,neutron,f0921a4bbad5946abb6d9679867928a970cf5820,0,0, Remove unnecessary call
618,1263258,cinder,65c635d6a5be0b4afaa9289c901f90275a0be102,1,0,Specific of Nexenta iSCSI driver
619,1263569,nova,4b4f0d61836e527340511f6198c2f2c0bdf70888,0,0,delete obsolete code
620,1263602,nova,8c359e0d0cf40b82b07ed1a30f6bfc00369892a6,0,0,tests
621,1263647,glance,c1c72d1694927e4dea1c6f09bd0cea67c2643e7b,1,1, Fix the incorrect log message when creating images 
622,1263684,glance,5de69badfc44dd03e5fa21577a66daabc3ade5a0,1,1,Bad eror code
623,1263729,glance,a8ef64c4eccbc0639e0e7a81ff584287a4f9ddd0,1,1, Image size won't be updated if locations are updated to empty 
624,1263813,neutron,f778931252fbee34980e32289e96534eebb89c2b,1,1, Corrects broken format strings 
625,1263820,cinder,1e73e64e7407294dc68af9c09323e2b396335c4a,0,0,Handle a new exception
626,1263866,neutron,501213686886baccd3280e10b8856a25d3517519,1,1,I see a race condition. Bug
627,1263881,neutron,7e91362dbb974df5ee44d346e1d0971479510d4b,1,1, fails when more than one port is added/deleted simultaneously 
628,1263945,glance,7e13cf73f1869599c1218cf58468c21bb22dd5bf,1,0, Backwards compat support breaks transport_url
629,1264053,cinder,5fe07c1be34a73c457bd8e6b8a86bfc6e53567d5,0,0,Remove redundant check
630,1264193,glance,1a9f95329f269673efffb35ca403292f7d404333,1,1,Fix inconsistent doc string and code
631,1264204,glance,2bebf1090156da5a773df723026c16bc40d8a138,0,0,Tests
632,1264220,nova,8010c8faf9f030d2c0264189f9e6c70e10a093f2,1,1,(ef3b1385cb3708aa4993a149ce24082b4082e347)
633,1264223,cinder,534ce5dde117a61abbab49e8b1bc34b5fcbfc095,1,1,typo in code
634,1264360,cinder,8328fc46d783f4ec9286eededafa91afae89cba0,1,0,Mysql specific
635,1264424,cinder,57fd92a3943aa4856de6ceb18a7b704ed7fae7c6,0,0,Feature: Some exc.HTTPError subclass needs keyword argument ``explanation`` 
636,1264428,glance,1864939720c94b602699f69002c6467fda247deb,0,0,tests
638,1265081,neutron,de4b5a2bba57cbd5294fb6f9527d64b8eeddf901,1,1,Fix integrity
639,1265132,neutron,02f4516ad38c5deeefd686b87edf4bf06cffe5af,0,0,redundant code
640,1265148,cinder,a4c750f3027977551c1fdab430040689a620edb0,0,0,redundant variable creation
641,1265264,nova,608a710db5bcf4359e1e445553143cd39ffe194c,0,0,unused import
642,1265267,neutron,ab97446132da9b0aff4d13ac01591f86aa066d48,0,0,unused import
643,1265408,nova,5930e5f9acad1e42b3eb32f62b8cbc1d9b4c6384,0,0,unused code
644,1265446,glance,d37907af5b71024024fb70d9454e4b3e05875105,1,1,
645,1265448,glance,e19e2b812031802dd46f2f29b0a0508b9f7ac470,1,0,Evolution bug
646,1265452,nova,d48dd03e4278ef3d6ed50521f595254167726d3c,1,1,
647,1265465,nova,793604653f68e2d7d184182d0a976a7d43c07607,1,1,
648,1265494,nova,6abda5b738c5d801ede3328cf0ec1dc9dddc022f,1,1,"It is kept as pause, and shouldn’t"
649,1265512,nova,55296828a7d7a03736a21d846da15571ca22ec9e,1,1,
650,1265561,glance,5f56945157f94e71ca02a4b86a2d6528afc99058,0,0,More helpful logs
651,1265607,nova,e73072e76c2aedfc52cd2de480b2f41b60769acc,1,1,
652,1265711,glance,a5b78ae0b502ad0ee95037f5b1d9619dba3dab81,1,1,Negative numbers raise a bug
653,1265725,cinder,3c876c67eb32ecffb58a2234c828e5cfee70ec90,0,0,Remoe unused parameters
654,1265893,cinder,c32302c5d5f35df39b49d32fcba47a4d36b3783a,0,0,Update V2 API
655,1266048,cinder,3e4f554f614c8cb6d5f014c72f3c635184a4dec2,1,1,
656,1266051,nova,429ac4dedd617f8c1f7c88dd8ece6b7d2f2accd0,1,1,
657,1266334,neutron,bf8bf46cbbe7428c9a12886604fe5aa10019aaec,0,0, Quota extension is not enabled
658,1266344,nova,521a03bb67724ab545430ea891eb6d6d90b992f5,0,0,Remove duplicate code
659,1266450,nova,b9a2ad044c68212665c15aa49f1257cd4168c738,0,0,unused variables
660,1266534,nova,cd0371280dd204a10673d5d1b70ba0b9f2757a22,0,0,Fixing tests
661,1266537,neutron,d9bcd597c67900472709cd11604afe1616e0af4e,1,1,Race condition
662,1266579,nova,743b74d59d3279478c512a0a559642b1d05284bc,1,1,Race condition
663,1266611,nova,aa1792eb4c1d10e9a192142ce7e20d37871d916a,1,1,a fix commit add a bug
664,1266617,nova,20fa2a35c843afe409ad347a40751bb59f9ecf9e,0,0,unused code
665,1266620,nova,c167db9536c2d1ad22ac7463d448d092ca5b530e,1,1,Wrong message
666,1266634,nova,c199a14039ddcde63896456ee25db68da1afcc8f,0,0,tests
667,1266650,neutron,d4ec8e13d7b43a21443f5b67cc16db68bded9bba,0,0, should support Quota extension 
668,1266711,nova,85068cc9f68aa704895ffe5ac185bb9cf7d05e2d,1,1,
669,1266804,cinder,d64478fd35a7024f46fa8dbf54103a7a0e30be5a,0,0,feature for postgre
670,1266906,cinder,a7b6d82fd170bc594ceff791eb10b900a61c9175,1,1,
671,1266919,nova,6438d2587e1b93c73b8461b0e7dbd7bcd5243aea,1,1,There is a bug and add an exception for that
672,1266986,glance,ec979d5b112e2d23eb428cdfaf467d64cfa79499,1,1,typo in a message 
673,1267074,glance,ff1f6607e71ee261a9499b4a11de34e3648c570b,0,0,It’s better to use…
674,1267101,neutron,85ddbde058d8bda0b938eb7a45ef73519a831b3b,1,1, request timeout error
676,1267246,neutron,a9c6bb4647afd3df985cf40531d48957ad5d9580,0,0,tests
677,1267290,neutron,a1e1b0a6251c9b0838f871591316c41f37b4b3e0,1,1,performance bug
678,1267291,neutron,df315513efe62667220562dd2edb5401b15ab2ba,0,0,This possibly causes
679,1267300,nova,9f7c5bf5ad38237f2adac980afb69fcdb26678a3,0,0,It’s better to use…
680,1267423,cinder,f78746062f942b30d73f2575c41dee26b3619f2f,0,0,unused code
681,1267468,neutron,7b9daa829fe137cb3da377c89b293f01e5fa0871,0,0,add sanity checks 
682,1267619,neutron,251159c90a69dfb61d9927093d5eae41cd99e2a7,1,0,Issues by evolution
683,1267664,nova,58d7eeede1e2912ab250fd306c85ca1a05de2fbc,0,0,No bug: Private methods should be prefixed with a _ for Clarity
684,1267682,neutron,d583d55c6a4e6c01c49411b7e5b519031bce0699,1,0,On some linux distribution
